ads_id,created_date ,user_id,first_name,last_name,phone_number ,city_id,city_name ,product_id,product_brand,product_model,product_body_type,product_year,product_price,is_active
93,2/4/2022 5:13,88,Toddie,Dreghorn,6288067292955,3376,Kota Tegal,46,Suzuki,Suzuki Ertiga,MPV,2015,125000000,1
94,2/4/2022 23:16,87,Courtney,Brumbye,6288011610857,3375,Kota Pekalongan,48,Suzuki,Suzuki Ertiga,MPV,2016,168000000,1
95,2/5/2022 22:05,24,Juline,Chalcraft,6289128024160,3375,Kota Pekalongan,28,Daihatsu,Daihatsu Xenia,MPV,2017,135000000,1
96,2/6/2022 2:28,23,Zorina,Spreadbury,6283124704068,3374,Kota Semarang,30,Daihatsu,Daihatsu Xenia,MPV,2018,159000000,1
97,2/6/2022 7:51,86,Domenico,Kassel,6286196427652,3374,Kota Semarang,50,Suzuki,Suzuki Ertiga,MPV,2018,167000000,1
98,2/6/2022 11:34,22,Cesaro,Kettridge,6286511408847,3373,Kota Salatiga,47,Suzuki,Suzuki Ertiga,MPV,2018,178000000,1
99,2/6/2022 11:41,85,Piggy,Crannis,6288066116725,3373,Kota Salatiga,26,Daihatsu,Daihatsu Xenia,MPV,2019,170000000,1
100,2/6/2022 13:28,84,Irma,Nurcombe,6282135004066,3372,Kota Surakarta,27,Daihatsu,Daihatsu Xenia,MPV,2022,220500000,1
101,2/7/2022 2:21,21,Joanie,Cowely,6282481427843,3372,Kota Surakarta,5,Toyota,Toyota Yaris,Hatchback,2012,124000000,1
102,2/7/2022 10:42,83,Gavan,Freemantle,6282147316642,3371,Kota Magelang,35,Honda,Honda Jazz,Hatchback,2013,178000000,1
103,2/8/2022 1:24,20,Cart,Braxay,6289169329999,3371,Kota Magelang,7,Toyota,Toyota Agya,Hatchback,2014,97000000,1
104,2/8/2022 16:57,19,Lebbie,Hammerton,6282316543466,3329,Kabupaten Brebes,3,Toyota,Toyota Yaris,Hatchback,2014,162000000,1
105,2/11/2022 7:45,82,Nadiya,Broxup,6285711040381,3329,Kabupaten Brebes,18,Daihatsu,Daihatsu Ayla,Hatchback,2015,96000000,1
106,2/11/2022 10:12,18,Davey,Latchford,6282127741732,3328,Kabupaten Tegal,34,Honda,Honda Jazz,Hatchback,2015,192000000,1
107,2/11/2022 10:54,81,Ralph,Tremblot,6288585345719,3328,Kabupaten Tegal,16,Daihatsu,Daihatsu Ayla,Hatchback,2016,83000000,1
108,2/11/2022 15:50,80,Huntlee,Isaacs,6285208075206,3327,Kabupaten Pemalang,8,Toyota,Toyota Agya,Hatchback,2016,110000000,1
109,2/11/2022 16:03,17,Leonardo,Burchfield,6285712630136,3327,Kabupaten Pemalang,1,Toyota,Toyota Yaris,Hatchback,2016,175000000,1
110,2/11/2022 18:21,76,Radcliffe,Purches,6282123668302,3279,Kota Banjar,20,Daihatsu,Daihatsu Ayla,Hatchback,2017,113000000,1
111,2/12/2022 20:04,62,Kristos,Youngman,6284055975910,3279,Kota Banjar,19,Daihatsu,Daihatsu Ayla,Hatchback,2017,115000000,1
112,2/13/2022 2:57,75,Christal,Mabbitt,6282255409171,3278,Kota Tasikmalaya,10,Toyota,Toyota Agya,Hatchback,2017,115500000,1
113,2/13/2022 19:39,61,Vladamir,Surgood,6287729556200,3278,Kota Tasikmalaya,2,Toyota,Toyota Yaris,Hatchback,2018,215000000,1
114,2/14/2022 1:32,74,Olivie,Gerhardt,6285711096427,3277,Kota Cimahi,33,Honda,Honda Jazz,Hatchback,2018,216000000,1
115,2/14/2022 2:18,60,Rowney,Merle,6285854735729,3277,Kota Cimahi,31,Honda,Honda Jazz,Hatchback,2018,236000000,1
116,2/14/2022 9:55,59,Babs,Berthe,6283043661490,3276,Kota Depok,41,Honda,Honda Civic,Hatchback,2018,350000000,1
117,2/15/2022 0:37,73,Davide,McLukie,6285598305758,3276,Kota Depok,6,Toyota,Toyota Agya,Hatchback,2019,114000000,1
118,2/15/2022 2:12,58,Bing,Bonifant,6282057788185,3275,Kota Bekasi,17,Daihatsu,Daihatsu Ayla,Hatchback,2019,120000000,1
119,2/15/2022 7:19,72,Durante,Redholls,6282075655641,3275,Kota Bekasi,32,Honda,Honda Jazz,Hatchback,2019,250000000,1
120,2/15/2022 8:32,57,Titus,Dennison,6287708477629,3274,Kota Cirebon,45,Honda,Honda Civic,Hatchback,2019,397500000,1
121,2/16/2022 8:23,71,Nettle,Pointon,6288042827678,3274,Kota Cirebon,4,Toyota,Toyota Yaris,Hatchback,2020,220000000,1
122,2/16/2022 12:03,70,Eleanora,Schubuser,6286019493885,3273,Kota Bandung,9,Toyota,Toyota Agya,Hatchback,2022,155500000,1
123,2/16/2022 12:47,56,Morley,Risbie,6286089612749,3273,Kota Bandung,9,Toyota,Toyota Agya,Hatchback,2022,155500000,1
124,2/16/2022 18:19,55,Putnam,Lipman,6287177300524,3272,Kota Sukabumi,27,Daihatsu,Daihatsu Xenia,MPV,2022,220500000,1
125,2/17/2022 1:58,69,Olin,Langlais,6287318577651,3272,Kota Sukabumi,22,Daihatsu,Daihatsu Terios,SUV,2022,223000000,1
126,2/17/2022 19:20,54,Lucita,Chavrin,6287133589777,3271,Kota Bogor,4,Toyota,Toyota Yaris,Hatchback,2020,220000000,1
127,2/18/2022 7:27,53,Robin,Mark,6285743605890,3217,Kabupaten Bandung Barat,11,Toyota,Toyota Calya,Wagon,2019,130000000,1
128,2/18/2022 7:39,52,Olva,Alwell,6284808511745,3216,Kabupaten Bekasi,12,Toyota,Toyota Calya,Wagon,2019,137000000,1
129,2/19/2022 14:44,51,Lil,Mynett,6285209100292,3215,Kabupaten Karawang,6,Toyota,Toyota Agya,Hatchback,2019,114000000,1
130,2/20/2022 2:19,79,Brittani,Chidgey,6282531358695,3214,Kabupaten Purwakarta,32,Honda,Honda Jazz,Hatchback,2019,250000000,1
131,2/20/2022 13:57,50,Tamiko,Celle,6289011373433,3214,Kabupaten Purwakarta,45,Honda,Honda Civic,Hatchback,2019,397500000,1
132,2/20/2022 14:32,16,Johna,Thurlborn,6289152387613,3214,Kabupaten Purwakarta,26,Daihatsu,Daihatsu Xenia,MPV,2019,170000000,1
133,2/20/2022 15:22,68,Lib,Tellwright,6284085797506,3213,Kabupaten Subang,23,Daihatsu,Daihatsu Terios,SUV,2019,189900000,1
134,2/21/2022 19:41,15,Davidson,Quinby,6289019998573,3213,Kabupaten Subang,17,Daihatsu,Daihatsu Ayla,Hatchback,2019,120000000,1
135,2/21/2022 20:45,49,Kaspar,MacGlory,6289093226414,3213,Kabupaten Subang,2,Toyota,Toyota Yaris,Hatchback,2018,215000000,1
136,2/22/2022 16:24,67,Angelo,Girardin,6283029157305,3212,Kabupaten Indramayu,50,Suzuki,Suzuki Ertiga,MPV,2018,167000000,1
137,2/22/2022 19:40,14,Jemima,Stratiff,6283104400775,3212,Kabupaten Indramayu,47,Suzuki,Suzuki Ertiga,MPV,2018,178000000,1
138,2/22/2022 23:00,48,Henrik,Ollivier,6283305121039,3212,Kabupaten Indramayu,33,Honda,Honda Jazz,Hatchback,2018,216000000,1
139,2/23/2022 8:54,13,Oneida,O'Doogan,6282108815167,3211,Kabupaten Sumedang,31,Honda,Honda Jazz,Hatchback,2018,236000000,1
140,2/23/2022 17:52,47,Drugi,Hadwick,6284805499198,3211,Kabupaten Sumedang,40,Honda,Honda CR-V,SUV,2018,398500000,1
141,2/23/2022 20:41,66,Maddy,Carloni,6287852571701,3211,Kabupaten Sumedang,36,Honda,Honda CR-V,SUV,2018,415000000,1
142,2/23/2022 23:17,12,Veriee,Wooddisse,6284843656680,3210,Kabupaten Majalengka,41,Honda,Honda Civic,Hatchback,2018,350000000,1
143,2/24/2022 0:33,46,Rocky,Perrin,6285403770385,3210,Kabupaten Majalengka,30,Daihatsu,Daihatsu Xenia,MPV,2018,159000000,1
144,2/24/2022 13:12,65,Avictor,Shann,6288186046705,3210,Kabupaten Majalengka,21,Daihatsu,Daihatsu Terios,SUV,2018,190000000,1
145,2/25/2022 6:08,78,Deidre,Zavattieri,6282064637760,3209,Kabupaten Cirebon,25,Daihatsu,Daihatsu Terios,SUV,2018,201000000,1
146,2/25/2022 23:19,11,Viole,McElhargy,6282516040895,3209,Kabupaten Cirebon,13,Toyota,Toyota Calya,Wagon,2017,115500000,1
147,2/26/2022 0:54,45,Jaquelin,Ainsby,6283037363402,3209,Kabupaten Cirebon,10,Toyota,Toyota Agya,Hatchback,2017,115500000,1
148,2/26/2022 16:53,64,Stan,Kington,6284044366847,3209,Kabupaten Cirebon,37,Honda,Honda CR-V,SUV,2017,345000000,1
149,2/26/2022 23:05,44,Georgiana,Stearns,6284049867800,3208,Kabupaten Kuningan,28,Daihatsu,Daihatsu Xenia,MPV,2017,135000000,1
150,2/27/2022 1:39,63,Caryl,Ashdown,6286154131968,3208,Kabupaten Kuningan,24,Daihatsu,Daihatsu Terios,SUV,2017,166000000,1
151,2/27/2022 17:45,77,Ario,Ormiston,6287044977191,3208,Kabupaten Kuningan,20,Daihatsu,Daihatsu Ayla,Hatchback,2017,113000000,1
152,2/27/2022 18:43,10,Gerhardine,Brumbye,6289151650551,3208,Kabupaten Kuningan,19,Daihatsu,Daihatsu Ayla,Hatchback,2017,115000000,1
153,2/28/2022 8:01,43,Clio,Barringer,6282023312096,3207,Kabupaten Ciamis,1,Toyota,Toyota Yaris,Hatchback,2016,175000000,1
154,2/28/2022 14:41,9,Jackqueline,Fordham,6283235362247,3207,Kabupaten Ciamis,14,Toyota,Toyota Calya,Wagon,2016,104000000,1
155,2/28/2022 16:27,8,Harrietta,Lawman,6282675008607,3206,Kabupaten Tasikmalaya,15,Toyota,Toyota Calya,Wagon,2016,107000000,1
156,2/28/2022 20:00,42,Charis,Cromar,6283365753389,3206,Kabupaten Tasikmalaya,8,Toyota,Toyota Agya,Hatchback,2016,110000000,1
157,2/28/2022 22:53,7,Carson,Janjusevic,6283021144839,3205,Kabupaten Garut,48,Suzuki,Suzuki Ertiga,MPV,2016,168000000,1
158,2/28/2022 23:09,41,Devy,Waryk,6284052895000,3205,Kabupaten Garut,39,Honda,Honda CR-V,SUV,2016,269000000,1
159,3/1/2022 0:31,6,Norby,Drioli,6282012308835,3204,Kabupaten Bandung,16,Daihatsu,Daihatsu Ayla,Hatchback,2016,83000000,1
160,3/1/2022 12:33,40,Min,Haglinton,6282162285026,3204,Kabupaten Bandung,46,Suzuki,Suzuki Ertiga,MPV,2015,125000000,1
161,3/1/2022 20:26,5,Vivianne,Trimbey,6282518061295,3203,Kabupaten Cianjur,34,Honda,Honda Jazz,Hatchback,2015,192000000,1
162,3/2/2022 4:01,39,Teodor,Atlee,6287135698270,3203,Kabupaten Cianjur,18,Daihatsu,Daihatsu Ayla,Hatchback,2015,96000000,1
163,3/2/2022 11:19,4,Nikki,MacRonald,6285736919537,3202,Kabupaten Sukabumi,3,Toyota,Toyota Yaris,Hatchback,2014,162000000,1
164,3/2/2022 17:42,38,Clerc,Odam,6287244763405,3202,Kabupaten Sukabumi,7,Toyota,Toyota Agya,Hatchback,2014,97000000,1
165,3/3/2022 4:36,3,Marj,Philpault,6282154134421,3201,Kabupaten Bogor,29,Daihatsu,Daihatsu Xenia,MPV,2014,100000000,1
166,3/3/2022 6:12,100,Dulcie,Mattiello,6285051444407,3201,Kabupaten Bogor,35,Honda,Honda Jazz,Hatchback,2013,178000000,1
167,3/3/2022 14:24,37,Micky,Dumphrey,6286101049862,3201,Kabupaten Bogor,44,Honda,Honda Civic,Sedan,2013,179000000,1
168,3/3/2022 20:00,91,Griffith,Cumo,6287817379210,3175,Kota Jakarta Timur,43,Honda,Honda Civic,Sedan,2013,186000000,1
169,3/4/2022 3:35,90,Elisa,Hansemann,6288185380736,3174,Kota Jakarta Selatan,5,Toyota,Toyota Yaris,Hatchback,2012,124000000,1
170,3/4/2022 16:39,93,Kenneth,Restieaux,6283362939906,3173,Kota Jakarta Barat,49,Suzuki,Suzuki Ertiga,MPV,2012,100000000,1
171,3/4/2022 20:29,1,Jarad,Claque,6285055599314,3173,Kota Jakarta Barat,42,Honda,Honda Civic,Sedan,2010,165000000,1
172,3/5/2022 23:02,2,Lavinia,Drewell,6282085180500,3172,Kota Jakarta Utara,38,Honda,Honda CR-V,SUV,2009,116000000,1
173,3/6/2022 4:02,94,Ann-marie,Cruce,6288438277828,3172,Kota Jakarta Utara,36,Honda,Honda CR-V,SUV,2018,415000000,1
174,3/6/2022 16:04,92,Kaiser,Philippsohn,6287575229801,3171,Kota Jakarta Pusat,40,Honda,Honda CR-V,SUV,2018,398500000,1
175,3/6/2022 21:25,89,Kyla,Wildbore,6285717025615,3101,Kabupaten Kepulauan Seribu,45,Honda,Honda Civic,Hatchback,2019,397500000,1
176,3/6/2022 21:57,97,Belle,Mendez,6289199691524,3671,Kota Tangerang,41,Honda,Honda Civic,Hatchback,2018,350000000,1
177,3/7/2022 12:48,20,Cart,Braxay,6289169329999,3371,Kota Magelang,37,Honda,Honda CR-V,SUV,2017,345000000,1
178,3/7/2022 12:52,16,Johna,Thurlborn,6289152387613,3214,Kabupaten Purwakarta,39,Honda,Honda CR-V,SUV,2016,269000000,1
179,3/7/2022 21:43,10,Gerhardine,Brumbye,6289151650551,3208,Kabupaten Kuningan,32,Honda,Honda Jazz,Hatchback,2019,250000000,1
180,3/8/2022 7:25,24,Juline,Chalcraft,6289128024160,3375,Kota Pekalongan,31,Honda,Honda Jazz,Hatchback,2018,236000000,1
181,3/8/2022 9:16,49,Kaspar,MacGlory,6289093226414,3213,Kabupaten Subang,22,Daihatsu,Daihatsu Terios,SUV,2022,223000000,1
182,3/8/2022 16:36,15,Davidson,Quinby,6289019998573,3213,Kabupaten Subang,27,Daihatsu,Daihatsu Xenia,MPV,2022,220500000,1
